Order_ID,Product_ID,Product_Category,Product_Price,Order_Quantity,Discount_Applied,discount_percentage,Supplier_Name,Region,Return_Status,return_probability,risk_category
ORD00000021,PROD00000021,Books,85.69,2,24.58,28.68479402497374,QuickStockPartners,West,Returned,0.5117696471051133,Medium
ORD00000022,PROD00000022,Books,227.2,5,27.94,12.297535211267608,PrimeSourceLtd,East,Returned,0.5698849340890384,High
ORD00000023,PROD00000023,Electronics,57.14,2,43.06,75.35876793839692,ReliableSuppliesInc,East,Returned,0.6352677745341311,High
ORD00000024,PROD00000024,Toys,274.29,2,2.49,0.9077983156513181,GlobalSupplyCo,East,NotReturned,0.4874486105105567,Medium
ORD00000025,PROD00000025,Electronics,371.15,5,18.68,5.0330055233732995,PrimeSourceLtd,South,NotReturned,0.4897309300893937,Medium
ORD00000026,PROD00000026,Toys,232.97,5,9.85,4.228012190410783,QuickStockPartners,North,NotReturned,0.4345915925976751,Low
ORD00000027,PROD00000027,Home,455.82,1,11.96,2.6238427449431794,GlobalSupplyCo,East,NotReturned,0.47243975359205714,Low
ORD00000028,PROD00000028,Toys,106.6,5,18.42,17.27954971857411,TechVendorInc,Central,Returned,0.5324130373574049,High
ORD00000029,PROD00000029,Books,317.9,5,18.05,5.677886127713118,FastShipLogistics,East,NotReturned,0.5001824222820423,Medium
ORD00000030,PROD00000030,Toys,413.34,3,38.29,9.263560265157015,TechVendorInc,West,NotReturned,0.48821772922767315,Medium
ORD00000031,PROD00000031,Electronics,481.73,5,20.03,4.157930791107052,GlobalSupplyCo,South,NotReturned,0.4377287897509445,Low
ORD00000032,PROD00000032,Toys,308.89,4,35.45,11.476577422383375,GlobalSupplyCo,North,NotReturned,0.44339579635126136,Low
ORD00000033,PROD00000033,Home,335.28,4,25.37,7.566809830589359,TechVendorInc,Central,Returned,0.4764196556040772,Medium
ORD00000034,PROD00000034,Toys,290.49,3,8.51,2.929532858273951,TechVendorInc,West,NotReturned,0.3572592548285756,Low
ORD00000035,PROD00000035,Clothing,331.26,2,41.02,12.383022399323796,PrimeSourceLtd,East,NotReturned,0.4418292175546709,Low
ORD00000036,PROD00000036,Electronics,115.82,5,23.76,20.51459160766707,DirectGoodsCorp,North,Returned,0.48616409930021554,Medium
ORD00000037,PROD00000037,Clothing,246.15,1,23.63,9.599837497460898,PrimeSourceLtd,North,Returned,0.5915921861683517,High
ORD00000038,PROD00000038,Toys,43.82,2,14.6,33.31811958010041,FastShipLogistics,East,NotReturned,0.49385568695443705,Medium
ORD00000039,PROD00000039,Toys,266.34,4,30.88,11.594202898550725,TechVendorInc,South,Returned,0.4951239332568084,Medium
ORD00000040,PROD00000040,Toys,351.52,1,11.58,3.294264906690943,DirectGoodsCorp,East,NotReturned,0.4887163710754244,Medium
ORD00000041,PROD00000041,Books,334.27,4,43.44,12.995482693630898,DirectGoodsCorp,Central,Returned,0.5456194095217822,High
ORD00000042,PROD00000042,Books,240.65,2,12.93,5.372948265115313,PrimeSourceLtd,East,NotReturned,0.5165771310751138,Medium
ORD00000043,PROD00000043,Clothing,105.7,3,42.07,39.80132450331126,TechVendorInc,West,Returned,0.5990518666337586,High
ORD00000044,PROD00000044,Home,188.76,3,12.68,6.717524899343082,MegaDistributorLLC,East,NotReturned,0.4275625733685471,Low
ORD00000045,PROD00000045,Toys,294.18,2,32.7,11.115643483581481,DirectGoodsCorp,South,Returned,0.5496135205844445,High
ORD00000046,PROD00000046,Home,97.31,2,10.96,11.262974000616586,FastShipLogistics,South,Returned,0.6055912690020606,High
ORD00000047,PROD00000047,Home,335.96,2,19.05,5.670317894987499,GlobalSupplyCo,South,Returned,0.5133835498974892,Medium
ORD00000048,PROD00000048,Electronics,344.31,4,10.99,3.191891028433679,PrimeSourceLtd,North,Returned,0.5433038341715383,High
ORD00000049,PROD00000049,Clothing,297.62,4,16.9,5.678381829178146,TechVendorInc,South,NotReturned,0.48077082560133666,Medium
ORD00000050,PROD00000050,Books,23.6,1,6.53,27.66949152542373,FastShipLogistics,East,Returned,0.5618015928140674,High
ORD00000051,PROD00000051,Toys,495.34,3,43.34,8.749545766544193,TechVendorInc,Central,NotReturned,0.3986436097631876,Low
ORD00000052,PROD00000052,Toys,49.47,2,38.09,76.99615928845766,QuickStockPartners,South,NotReturned,0.44698766461738765,Low
ORD00000053,PROD00000053,Clothing,359.9,3,3.01,0.8363434287302028,FastShipLogistics,Central,Returned,0.5015315687282452,Medium
ORD00000054,PROD00000054,Home,283.79,2,30.81,10.856619331195601,DirectGoodsCorp,Central,NotReturned,0.5020880703044591,Medium
ORD00000055,PROD00000055,Home,352.93,4,22.83,6.4687048423200055,TechVendorInc,North,Returned,0.4999758695856237,Medium
ORD00000056,PROD00000056,Electronics,353.51,4,17.72,5.012588045599841,FastShipLogistics,Central,NotReturned,0.49197071968746264,Medium
ORD00000057,PROD00000057,Books,301.68,2,30.59,10.13988332007425,ReliableSuppliesInc,West,Returned,0.4855047702868308,Medium
ORD00000058,PROD00000058,Home,129.94,5,12.83,9.873787902108667,PrimeSourceLtd,East,NotReturned,0.4517069913620646,Low
ORD00000059,PROD00000059,Electronics,16.37,2,16.08,98.22846670739155,GlobalSupplyCo,West,NotReturned,0.4685595174301026,Low
ORD00000060,PROD00000060,Books,389.83,4,12.23,3.13726496164995,TechVendorInc,East,Returned,0.52211780087681,Medium
ORD00000061,PROD00000061,Home,344.6,4,40.95,11.883343006384212,PrimeSourceLtd,South,NotReturned,0.45293313322437334,Low
ORD00000062,PROD00000062,Clothing,195.24,5,16.1,8.246261012087688,PrimeSourceLtd,North,NotReturned,0.4937616905096377,Medium
ORD00000063,PROD00000063,Clothing,428.0,1,12.39,2.8948598130841123,QuickStockPartners,South,NotReturned,0.4130296872440328,Low
ORD00000064,PROD00000064,Books,429.41,3,13.22,3.078642788942968,MegaDistributorLLC,South,Returned,0.5327163653631125,High
ORD00000065,PROD00000065,Toys,280.61,2,2.34,0.8338975802715513,DirectGoodsCorp,West,Returned,0.5324082199373542,High
ORD00000066,PROD00000066,Books,142.71,2,19.05,13.348749211688038,DirectGoodsCorp,North,NotReturned,0.5209305857797742,Medium
ORD00000067,PROD00000067,Toys,227.79,3,27.11,11.901312612493964,GlobalSupplyCo,East,Returned,0.6029492511359699,High
ORD00000068,PROD00000068,Electronics,394.08,3,12.27,3.1135809987819734,TechVendorInc,South,Returned,0.5597218190544461,High
ORD00000069,PROD00000069,Clothing,266.88,2,21.32,7.988609112709833,DirectGoodsCorp,North,NotReturned,0.480909804347477,Medium
ORD00000070,PROD00000070,Toys,87.17,4,32.02,36.73282092463004,QuickStockPartners,West,Returned,0.4468012018741235,Low
ORD00000071,PROD00000071,Toys,312.45,4,33.19,10.622499599935988,DirectGoodsCorp,East,NotReturned,0.4243991016038464,Low
ORD00000072,PROD00000072,Toys,481.58,3,22.71,4.715727397317164,FastShipLogistics,West,NotReturned,0.5082660502239605,Medium
ORD00000073,PROD00000073,Clothing,283.14,5,17.53,6.191283464010738,DirectGoodsCorp,North,NotReturned,0.4575247512636114,Low
ORD00000074,PROD00000074,Toys,84.9,5,46.26,54.48763250883392,DirectGoodsCorp,West,NotReturned,0.4376652291100981,Low
ORD00000075,PROD00000075,Electronics,332.39,5,24.31,7.3136977646740275,TechVendorInc,South,Returned,0.5743943420444952,High
ORD00000076,PROD00000076,Electronics,139.6,5,13.87,9.935530085959886,ReliableSuppliesInc,North,NotReturned,0.4164594705355222,Low
ORD00000077,PROD00000077,Books,185.34,2,36.01,19.429157224560267,DirectGoodsCorp,North,Returned,0.5221811071933231,Medium
ORD00000078,PROD00000078,Toys,64.29,2,47.4,73.72841810545962,GlobalSupplyCo,Central,Returned,0.576130650400816,High
ORD00000079,PROD00000079,Electronics,231.65,5,45.83,19.784157133606733,QuickStockPartners,West,NotReturned,0.42562677124073517,Low
ORD00000080,PROD00000080,Electronics,44.48,1,27.66,62.18525179856116,DirectGoodsCorp,South,NotReturned,0.4569493356944952,Low
ORD00000081,PROD00000081,Clothing,429.47,5,44.36,10.329010175332385,GlobalSupplyCo,East,Returned,0.5733728258547194,High
ORD00000082,PROD00000082,Electronics,496.22,5,32.87,6.624078029906089,FastShipLogistics,East,Returned,0.6098654720459638,High
ORD00000083,PROD00000083,Electronics,52.19,1,35.14,67.33090630388963,PrimeSourceLtd,North,Returned,0.5758460507442118,High
ORD00000084,PROD00000084,Books,427.29,3,46.46,10.873177467293875,GlobalSupplyCo,Central,NotReturned,0.49048992454436585,Medium
ORD00000085,PROD00000085,Home,283.68,3,38.31,13.50465313028765,PrimeSourceLtd,North,NotReturned,0.47208920285941486,Low
ORD00000086,PROD00000086,Home,255.78,2,34.49,13.484244272421614,TechVendorInc,North,NotReturned,0.4643792140914258,Low
ORD00000087,PROD00000087,Books,478.47,4,9.06,1.8935356448680167,PrimeSourceLtd,Central,NotReturned,0.4175786468471731,Low
ORD00000088,PROD00000088,Electronics,78.94,2,49.94,63.2632379022042,FastShipLogistics,North,Returned,0.6358258131736585,High
ORD00000089,PROD00000089,Home,481.66,3,20.8,4.3183988705726035,TechVendorInc,North,NotReturned,0.43156685515418686,Low
ORD00000090,PROD00000090,Toys,193.16,3,26.81,13.87968523503831,PrimeSourceLtd,East,NotReturned,0.46604984816122447,Low
ORD00000091,PROD00000091,Toys,99.21,1,30.21,30.45055941941337,DirectGoodsCorp,Central,Returned,0.5676551820835433,High
ORD00000092,PROD00000092,Home,394.71,4,16.01,4.056142484355604,PrimeSourceLtd,East,Returned,0.6067468418364192,High
ORD00000093,PROD00000093,Home,230.9,2,26.62,11.528800346470334,TechVendorInc,East,Returned,0.5073009764404075,Medium
ORD00000094,PROD00000094,Clothing,296.56,1,32.02,10.797140544915026,GlobalSupplyCo,Central,NotReturned,0.49728036431350015,Medium
ORD00000095,PROD00000095,Books,490.55,1,17.9,3.648965446947304,GlobalSupplyCo,East,NotReturned,0.484954424083532,Medium
ORD00000096,PROD00000096,Toys,496.31,4,10.15,2.045092784751466,FastShipLogistics,South,Returned,0.5771707285142608,High
ORD00000097,PROD00000097,Toys,104.39,2,28.68,27.47389596704665,FastShipLogistics,South,Returned,0.5377818872350361,High
ORD00000098,PROD00000098,Clothing,434.25,5,7.11,1.6373056994818656,TechVendorInc,East,NotReturned,0.40373204858166983,Low
ORD00000099,PROD00000099,Books,46.61,1,8.9,19.09461488950869,DirectGoodsCorp,East,Returned,0.5971638114767746,High
ORD00000100,PROD00000100,Clothing,284.49,4,39.82,13.996977046644874,PrimeSourceLtd,East,NotReturned,0.4793866291403981,Medium
ORD00000101,PROD00000101,Books,169.93,5,27.73,16.318484081680694,TechVendorInc,West,Returned,0.5530130340149845,High
ORD00000102,PROD00000102,Books,146.37,4,42.55,29.070164651226342,GlobalSupplyCo,East,NotReturned,0.5102959194730431,Medium
ORD00000103,PROD00000103,Electronics,444.43,4,28.53,6.419458632405553,PrimeSourceLtd,North,NotReturned,0.4848536875769014,Medium
ORD00000104,PROD00000104,Home,35.16,3,3.9,11.092150170648466,FastShipLogistics,East,Returned,0.5504325764215221,High
ORD00000105,PROD00000105,Home,287.93,4,3.37,1.1704233667905395,DirectGoodsCorp,West,NotReturned,0.5067299454080701,Medium
ORD00000106,PROD00000106,Books,448.84,2,26.3,5.859549059798592,ReliableSuppliesInc,Central,Returned,0.5557558828031594,High
ORD00000107,PROD00000107,Toys,168.68,2,44.53,26.3990988854636,ReliableSuppliesInc,South,NotReturned,0.40571951985949317,Low
ORD00000108,PROD00000108,Books,466.62,3,8.36,1.7916077322017916,DirectGoodsCorp,South,NotReturned,0.45137609752443913,Low
ORD00000109,PROD00000109,Clothing,51.56,4,44.74,86.77269200930954,MegaDistributorLLC,Central,NotReturned,0.4709779024179982,Low
ORD00000110,PROD00000110,Toys,79.31,1,29.18,36.792333879712515,FastShipLogistics,West,NotReturned,0.4685334131345514,Low
ORD00000111,PROD00000111,Home,315.11,5,37.68,11.95772904699946,QuickStockPartners,North,Returned,0.5328668724706118,High
ORD00000112,PROD00000112,Clothing,259.57,2,40.28,15.517972030666103,TechVendorInc,North,Returned,0.5516061007292041,High
ORD00000113,PROD00000113,Clothing,137.72,3,1.13,0.820505373221028,QuickStockPartners,South,NotReturned,0.3600303110596706,Low
ORD00000114,PROD00000114,Electronics,464.67,4,19.21,4.134116684959219,FastShipLogistics,Central,NotReturned,0.4649578302531571,Low
ORD00000115,PROD00000115,Toys,197.66,4,42.31,21.40544369118689,FastShipLogistics,East,Returned,0.5557596396476372,High
ORD00000116,PROD00000116,Books,79.9,4,22.19,27.77221526908636,MegaDistributorLLC,Central,Returned,0.4778344232815383,Medium
ORD00000117,PROD00000117,Electronics,265.23,4,49.85,18.795008106172002,TechVendorInc,North,Returned,0.5320144309320911,High
ORD00000118,PROD00000118,Books,91.84,2,31.58,34.38588850174216,TechVendorInc,South,Returned,0.5563934669971977,High
ORD00000119,PROD00000119,Clothing,468.62,2,46.77,9.980367888694465,GlobalSupplyCo,North,NotReturned,0.519120030275834,Medium
ORD00000120,PROD00000120,Books,245.44,5,25.44,10.365058670143416,FastShipLogistics,North,Returned,0.5004268444095318,Medium
ORD00000121,PROD00000121,Toys,116.2,2,48.36,41.61790017211704,TechVendorInc,Central,NotReturned,0.4368500592544289,Low
ORD00000122,PROD00000122,Home,400.21,3,36.32,9.075235501361785,TechVendorInc,Central,NotReturned,0.5542104054614476,High
ORD00000123,PROD00000123,Electronics,490.8,2,43.37,8.836593317033415,FastShipLogistics,Central,Returned,0.5524787931268318,High
ORD00000124,PROD00000124,Books,310.14,2,22.6,7.287031663119882,TechVendorInc,Central,NotReturned,0.4920586561994352,Medium
ORD00000125,PROD00000125,Home,247.46,2,19.97,8.069991109674291,MegaDistributorLLC,Central,NotReturned,0.48156357563993146,Medium
ORD00000126,PROD00000126,Home,255.71,2,7.64,2.9877595713894642,TechVendorInc,North,NotReturned,0.44320216350673464,Low
ORD00000127,PROD00000127,Books,172.02,1,2.75,1.5986513196139984,FastShipLogistics,East,NotReturned,0.4111330435925911,Low
ORD00000128,PROD00000128,Clothing,170.05,2,35.55,20.9056159952955,MegaDistributorLLC,East,NotReturned,0.4826054198929067,Medium
ORD00000129,PROD00000129,Toys,314.35,3,15.81,5.029425799268331,MegaDistributorLLC,North,NotReturned,0.47337832984435685,Medium
ORD00000130,PROD00000130,Electronics,319.34,1,18.74,5.868353479050542,DirectGoodsCorp,West,NotReturned,0.4326557073187141,Low
ORD00000131,PROD00000131,Books,219.29,2,32.59,14.861598796114736,PrimeSourceLtd,South,Returned,0.5169420151491085,Medium
ORD00000132,PROD00000132,Electronics,174.94,1,22.43,12.82153881330742,FastShipLogistics,South,Returned,0.610928077866659,High
ORD00000133,PROD00000133,Home,85.28,2,1.55,1.8175422138836772,FastShipLogistics,North,NotReturned,0.37297157743683707,Low
ORD00000134,PROD00000134,Books,18.83,1,1.57,8.337758895379714,QuickStockPartners,North,Returned,0.5748318205270622,High
ORD00000135,PROD00000135,Electronics,291.09,4,8.37,2.8753993610223643,MegaDistributorLLC,West,Returned,0.5552734848102101,High
ORD00000136,PROD00000136,Toys,386.51,1,10.19,2.636413029417091,PrimeSourceLtd,East,Returned,0.557515095345185,High
ORD00000137,PROD00000137,Electronics,285.21,4,40.21,14.098383647137199,PrimeSourceLtd,Central,Returned,0.5432097432173874,High
ORD00000138,PROD00000138,Clothing,238.63,2,20.89,8.754138205590245,GlobalSupplyCo,West,NotReturned,0.41896514760847736,Low
ORD00000139,PROD00000139,Books,16.55,4,22.61,136.61631419939576,GlobalSupplyCo,South,Returned,0.6104661658478548,High
ORD00000140,PROD00000140,Home,161.94,5,35.96,22.20575521798197,PrimeSourceLtd,South,Returned,0.5641486341350638,High
ORD00000141,PROD00000141,Clothing,173.42,1,26.04,15.01556913850767,FastShipLogistics,North,Returned,0.5480547123320929,High
ORD00000142,PROD00000142,Electronics,199.13,4,4.82,2.420529302465726,DirectGoodsCorp,Central,NotReturned,0.3831545539917675,Low
ORD00000143,PROD00000143,Electronics,219.56,1,1.05,0.47822918564401534,GlobalSupplyCo,East,NotReturned,0.3814072891515099,Low
ORD00000144,PROD00000144,Toys,288.71,3,42.11,14.585570295452186,ReliableSuppliesInc,Central,Returned,0.5034373489185464,Medium
ORD00000145,PROD00000145,Clothing,66.65,2,38.8,58.2145536384096,PrimeSourceLtd,West,NotReturned,0.46946215757781046,Low
ORD00000146,PROD00000146,Clothing,328.09,3,8.73,2.660855253131763,DirectGoodsCorp,Central,NotReturned,0.5014145635970753,Medium
ORD00000147,PROD00000147,Clothing,222.62,3,10.03,4.505435270865151,QuickStockPartners,South,NotReturned,0.3865310694687779,Low
ORD00000148,PROD00000148,Toys,404.5,1,44.89,11.097651421508035,TechVendorInc,South,NotReturned,0.45655068627386697,Low
ORD00000149,PROD00000149,Toys,438.43,4,26.75,6.101316059576215,PrimeSourceLtd,East,NotReturned,0.5085769667908608,Medium
ORD00000150,PROD00000150,Books,402.79,2,2.22,0.5511556890687455,GlobalSupplyCo,East,Returned,0.48872811348972084,Medium
ORD00000151,PROD00000151,Toys,140.06,1,33.08,23.618449236041695,QuickStockPartners,East,NotReturned,0.4335242944171091,Low
ORD00000152,PROD00000152,Home,255.92,1,33.02,12.902469521725541,MegaDistributorLLC,North,NotReturned,0.4513340255093876,Low
ORD00000153,PROD00000153,Clothing,444.83,1,26.84,6.033765708248095,TechVendorInc,North,Returned,0.5630855497216383,High
ORD00000154,PROD00000154,Electronics,27.23,3,49.27,180.94013955196476,DirectGoodsCorp,Central,NotReturned,0.5481546815842587,High
ORD00000155,PROD00000155,Books,332.49,4,34.21,10.289031249060123,FastShipLogistics,North,Returned,0.5041944212338759,Medium
ORD00000156,PROD00000156,Home,469.69,5,22.43,4.7754902169516065,DirectGoodsCorp,North,NotReturned,0.4178753652273899,Low
ORD00000157,PROD00000157,Books,31.93,5,5.75,18.00814281240213,TechVendorInc,South,NotReturned,0.43816142249756956,Low
ORD00000158,PROD00000158,Books,24.41,5,22.26,91.19213437115936,MegaDistributorLLC,North,NotReturned,0.40913795627385324,Low
ORD00000159,PROD00000159,Clothing,217.79,4,34.27,15.735341383901927,DirectGoodsCorp,Central,Returned,0.4822127228927801,Medium
ORD00000160,PROD00000160,Clothing,434.66,2,49.39,11.362904339023604,FastShipLogistics,South,Returned,0.5228524760746602,Medium
ORD00000161,PROD00000161,Books,32.48,2,9.27,28.540640394088673,TechVendorInc,South,NotReturned,0.4218983334331577,Low
ORD00000162,PROD00000162,Toys,231.11,5,21.38,9.251006014451992,DirectGoodsCorp,South,Returned,0.5535980046911468,High
ORD00000163,PROD00000163,Toys,291.43,4,8.13,2.7896922073911408,TechVendorInc,East,Returned,0.44797541878294794,Low
ORD00000164,PROD00000164,Electronics,128.65,1,1.9,1.4768752429071121,TechVendorInc,East,Returned,0.5646910890490671,High
ORD00000165,PROD00000165,Books,396.48,5,39.19,9.884483454398707,TechVendorInc,Central,Returned,0.5460681935807868,High
ORD00000166,PROD00000166,Books,300.03,1,46.37,15.455121154551213,GlobalSupplyCo,Central,NotReturned,0.48114993892642216,Medium
ORD00000167,PROD00000167,Books,324.85,5,20.53,6.319839926119747,GlobalSupplyCo,West,Returned,0.5208176987733804,Medium
ORD00000168,PROD00000168,Toys,443.71,3,46.28,10.43023596493205,TechVendorInc,North,NotReturned,0.4891248054054248,Medium
ORD00000169,PROD00000169,Books,458.16,5,5.2,1.1349746813340318,MegaDistributorLLC,South,Returned,0.5965612931454576,High
ORD00000170,PROD00000170,Clothing,118.2,5,43.34,36.66666666666667,DirectGoodsCorp,South,Returned,0.6032282888941065,High
ORD00000171,PROD00000171,Home,138.23,2,42.31,30.608406279389428,PrimeSourceLtd,North,Returned,0.5237047021028752,Medium
ORD00000172,PROD00000172,Toys,47.05,3,45.62,96.96068012752391,DirectGoodsCorp,West,Returned,0.5683047909668724,High
ORD00000173,PROD00000173,Toys,9.03,5,37.1,410.8527131782946,QuickStockPartners,East,Returned,0.755862929910435,High
ORD00000174,PROD00000174,Toys,143.73,2,7.07,4.918945244555765,PrimeSourceLtd,North,NotReturned,0.347224689123643,Low
ORD00000175,PROD00000175,Clothing,381.39,1,45.86,12.02443692807887,MegaDistributorLLC,South,Returned,0.5604499691428175,High
ORD00000176,PROD00000176,Electronics,140.05,5,22.06,15.751517315244554,ReliableSuppliesInc,Central,NotReturned,0.39004323319703227,Low
ORD00000177,PROD00000177,Toys,326.97,4,17.41,5.324647521179313,MegaDistributorLLC,West,NotReturned,0.43430722428167223,Low
ORD00000178,PROD00000178,Books,130.9,2,14.17,10.82505729564553,PrimeSourceLtd,South,NotReturned,0.4843307056294223,Medium
ORD00000179,PROD00000179,Electronics,80.81,5,30.75,38.05222125974508,ReliableSuppliesInc,Central,Returned,0.5272263186263266,Medium
ORD00000180,PROD00000180,Clothing,233.21,1,2.79,1.196346640367051,PrimeSourceLtd,South,NotReturned,0.517243703357806,Medium
ORD00000181,PROD00000181,Electronics,244.32,5,27.21,11.137033398821218,TechVendorInc,East,Returned,0.5970551477778061,High
ORD00000182,PROD00000182,Clothing,69.89,4,32.4,46.35856345686078,TechVendorInc,Central,Returned,0.5990989667542531,High
ORD00000183,PROD00000183,Toys,340.06,3,27.27,8.019173087102276,GlobalSupplyCo,Central,Returned,0.49916658285924237,Medium
ORD00000184,PROD00000184,Toys,191.81,4,7.94,4.139513059798759,DirectGoodsCorp,North,Returned,0.43889655411427897,Low
ORD00000185,PROD00000185,Books,488.64,4,17.8,3.642763588736084,DirectGoodsCorp,South,NotReturned,0.4395813419457585,Low
ORD00000186,PROD00000186,Clothing,360.81,3,49.0,13.580554862670102,GlobalSupplyCo,East,Returned,0.5099346853188718,Medium
ORD00000187,PROD00000187,Home,142.79,1,19.22,13.46032635338609,DirectGoodsCorp,South,Returned,0.563960625753386,High
ORD00000188,PROD00000188,Clothing,356.89,2,32.57,9.126061251365968,FastShipLogistics,South,Returned,0.5362856623135839,High
ORD00000189,PROD00000189,Clothing,406.41,1,49.99,12.300386309391993,DirectGoodsCorp,Central,NotReturned,0.44674859061151906,Low
ORD00000190,PROD00000190,Books,55.35,3,30.11,54.399277326106585,FastShipLogistics,North,NotReturned,0.4355648774224793,Low
ORD00000191,PROD00000191,Toys,323.29,1,40.46,12.515079340530175,MegaDistributorLLC,East,Returned,0.5297262244437646,Medium
ORD00000192,PROD00000192,Clothing,178.98,4,21.41,11.962230416806348,MegaDistributorLLC,North,NotReturned,0.496974553572236,Medium
ORD00000193,PROD00000193,Home,482.75,3,42.34,8.770585189021233,TechVendorInc,Central,NotReturned,0.4769934105774569,Medium
ORD00000194,PROD00000194,Clothing,136.22,2,25.96,19.057407135516076,FastShipLogistics,North,Returned,0.5321876775327326,High
ORD00000195,PROD00000195,Home,182.01,4,27.82,15.284874457447394,ReliableSuppliesInc,West,NotReturned,0.4278830000916174,Low
ORD00000196,PROD00000196,Electronics,6.5,5,23.83,366.6153846153846,TechVendorInc,East,Returned,0.6521507327983633,High
ORD00000197,PROD00000197,Electronics,124.46,4,49.97,40.14944560501366,QuickStockPartners,East,NotReturned,0.41278989299314334,Low
ORD00000198,PROD00000198,Home,13.04,5,32.34,248.0061349693252,GlobalSupplyCo,West,NotReturned,0.4189522448004327,Low
ORD00000199,PROD00000199,Home,252.78,1,18.98,7.508505419732574,TechVendorInc,South,NotReturned,0.4430765991082645,Low
ORD00000200,PROD00000200,Clothing,82.57,5,44.8,54.25699406564127,GlobalSupplyCo,East,NotReturned,0.45065285526511173,Low
ORD00000201,PROD00000201,Electronics,47.64,1,33.04,69.35348446683459,TechVendorInc,South,NotReturned,0.46702473852957327,Low
ORD00000202,PROD00000202,Electronics,323.61,2,9.07,2.8027564043138344,GlobalSupplyCo,East,NotReturned,0.4381353104460576,Low
ORD00000203,PROD00000203,Clothing,325.87,4,27.15,8.331543253444625,ReliableSuppliesInc,Central,NotReturned,0.47103253090287484,Low
ORD00000204,PROD00000204,Clothing,362.81,5,21.11,5.818472478707863,ReliableSuppliesInc,East,Returned,0.5877639787475063,High
ORD00000205,PROD00000205,Home,317.9,4,29.84,9.386599559609941,GlobalSupplyCo,Central,NotReturned,0.49796778980042505,Medium
ORD00000206,PROD00000206,Toys,419.62,1,40.75,9.711167246556409,MegaDistributorLLC,Central,NotReturned,0.37229029145956105,Low
ORD00000207,PROD00000207,Home,279.06,5,42.67,15.290618504981007,DirectGoodsCorp,North,NotReturned,0.4832623246193249,Medium
ORD00000208,PROD00000208,Electronics,435.0,3,8.42,1.9356321839080461,PrimeSourceLtd,East,NotReturned,0.49602105873102365,Medium
ORD00000209,PROD00000209,Electronics,358.69,5,49.22,13.722155621846163,GlobalSupplyCo,South,Returned,0.5526374874625839,High
ORD00000210,PROD00000210,Clothing,321.88,1,13.48,4.187896110351684,FastShipLogistics,South,NotReturned,0.47374335397038264,Medium
