Order_ID,Product_ID,Product_Category,Product_Price,Order_Quantity,Discount_Applied,discount_percentage,Supplier_Name,Region,Return_Status,return_probability,risk_category
ORD00000064,PROD00000064,Books,429.41,3,13.22,3.078642788942968,MegaDistributorLLC,South,Returned,0.5327163653631125,High
ORD00000065,PROD00000065,Toys,280.61,2,2.34,0.8338975802715513,DirectGoodsCorp,West,Returned,0.5324082199373542,High
ORD00000067,PROD00000067,Toys,227.79,3,27.11,11.901312612493964,GlobalSupplyCo,East,Returned,0.6029492511359699,High
ORD00000068,PROD00000068,Electronics,394.08,3,12.27,3.1135809987819734,TechVendorInc,South,Returned,0.5597218190544461,High
ORD00000075,PROD00000075,Electronics,332.39,5,24.31,7.3136977646740275,TechVendorInc,South,Returned,0.5743943420444952,High
ORD00000078,PROD00000078,Toys,64.29,2,47.4,73.72841810545962,GlobalSupplyCo,Central,Returned,0.576130650400816,High
ORD00000081,PROD00000081,Clothing,429.47,5,44.36,10.329010175332385,GlobalSupplyCo,East,Returned,0.5733728258547194,High
ORD00000082,PROD00000082,Electronics,496.22,5,32.87,6.624078029906089,FastShipLogistics,East,Returned,0.6098654720459638,High
ORD00000083,PROD00000083,Electronics,52.19,1,35.14,67.33090630388963,PrimeSourceLtd,North,Returned,0.5758460507442118,High
ORD00000088,PROD00000088,Electronics,78.94,2,49.94,63.2632379022042,FastShipLogistics,North,Returned,0.6358258131736585,High
ORD00000091,PROD00000091,Toys,99.21,1,30.21,30.45055941941337,DirectGoodsCorp,Central,Returned,0.5676551820835433,High
ORD00000092,PROD00000092,Home,394.71,4,16.01,4.056142484355604,PrimeSourceLtd,East,Returned,0.6067468418364192,High
ORD00000096,PROD00000096,Toys,496.31,4,10.15,2.045092784751466,FastShipLogistics,South,Returned,0.5771707285142608,High
ORD00000097,PROD00000097,Toys,104.39,2,28.68,27.47389596704665,FastShipLogistics,South,Returned,0.5377818872350361,High
ORD00000099,PROD00000099,Books,46.61,1,8.9,19.09461488950869,DirectGoodsCorp,East,Returned,0.5971638114767746,High
ORD00000101,PROD00000101,Books,169.93,5,27.73,16.318484081680694,TechVendorInc,West,Returned,0.5530130340149845,High
ORD00000104,PROD00000104,Home,35.16,3,3.9,11.092150170648466,FastShipLogistics,East,Returned,0.5504325764215221,High
ORD00000106,PROD00000106,Books,448.84,2,26.3,5.859549059798592,ReliableSuppliesInc,Central,Returned,0.5557558828031594,High
ORD00000111,PROD00000111,Home,315.11,5,37.68,11.95772904699946,QuickStockPartners,North,Returned,0.5328668724706118,High
ORD00000112,PROD00000112,Clothing,259.57,2,40.28,15.517972030666103,TechVendorInc,North,Returned,0.5516061007292041,High
ORD00000115,PROD00000115,Toys,197.66,4,42.31,21.40544369118689,FastShipLogistics,East,Returned,0.5557596396476372,High
ORD00000117,PROD00000117,Electronics,265.23,4,49.85,18.795008106172002,TechVendorInc,North,Returned,0.5320144309320911,High
ORD00000118,PROD00000118,Books,91.84,2,31.58,34.38588850174216,TechVendorInc,South,Returned,0.5563934669971977,High
ORD00000122,PROD00000122,Home,400.21,3,36.32,9.075235501361785,TechVendorInc,Central,NotReturned,0.5542104054614476,High
ORD00000123,PROD00000123,Electronics,490.8,2,43.37,8.836593317033415,FastShipLogistics,Central,Returned,0.5524787931268318,High
ORD00000132,PROD00000132,Electronics,174.94,1,22.43,12.82153881330742,FastShipLogistics,South,Returned,0.610928077866659,High
ORD00000134,PROD00000134,Books,18.83,1,1.57,8.337758895379714,QuickStockPartners,North,Returned,0.5748318205270622,High
ORD00000135,PROD00000135,Electronics,291.09,4,8.37,2.8753993610223643,MegaDistributorLLC,West,Returned,0.5552734848102101,High
ORD00000136,PROD00000136,Toys,386.51,1,10.19,2.636413029417091,PrimeSourceLtd,East,Returned,0.557515095345185,High
ORD00000137,PROD00000137,Electronics,285.21,4,40.21,14.098383647137199,PrimeSourceLtd,Central,Returned,0.5432097432173874,High
ORD00000139,PROD00000139,Books,16.55,4,22.61,136.61631419939576,GlobalSupplyCo,South,Returned,0.6104661658478548,High
ORD00000140,PROD00000140,Home,161.94,5,35.96,22.20575521798197,PrimeSourceLtd,South,Returned,0.5641486341350638,High
ORD00000141,PROD00000141,Clothing,173.42,1,26.04,15.01556913850767,FastShipLogistics,North,Returned,0.5480547123320929,High
ORD00000153,PROD00000153,Clothing,444.83,1,26.84,6.033765708248095,TechVendorInc,North,Returned,0.5630855497216383,High
ORD00000154,PROD00000154,Electronics,27.23,3,49.27,180.94013955196476,DirectGoodsCorp,Central,NotReturned,0.5481546815842587,High
ORD00000162,PROD00000162,Toys,231.11,5,21.38,9.251006014451992,DirectGoodsCorp,South,Returned,0.5535980046911468,High
ORD00000164,PROD00000164,Electronics,128.65,1,1.9,1.4768752429071121,TechVendorInc,East,Returned,0.5646910890490671,High
ORD00000165,PROD00000165,Books,396.48,5,39.19,9.884483454398707,TechVendorInc,Central,Returned,0.5460681935807868,High
ORD00000169,PROD00000169,Books,458.16,5,5.2,1.1349746813340318,MegaDistributorLLC,South,Returned,0.5965612931454576,High
ORD00000170,PROD00000170,Clothing,118.2,5,43.34,36.66666666666667,DirectGoodsCorp,South,Returned,0.6032282888941065,High
ORD00000172,PROD00000172,Toys,47.05,3,45.62,96.96068012752391,DirectGoodsCorp,West,Returned,0.5683047909668724,High
ORD00000173,PROD00000173,Toys,9.03,5,37.1,410.8527131782946,QuickStockPartners,East,Returned,0.755862929910435,High
ORD00000175,PROD00000175,Clothing,381.39,1,45.86,12.02443692807887,MegaDistributorLLC,South,Returned,0.5604499691428175,High
ORD00000181,PROD00000181,Electronics,244.32,5,27.21,11.137033398821218,TechVendorInc,East,Returned,0.5970551477778061,High
ORD00000182,PROD00000182,Clothing,69.89,4,32.4,46.35856345686078,TechVendorInc,Central,Returned,0.5990989667542531,High
ORD00000187,PROD00000187,Home,142.79,1,19.22,13.46032635338609,DirectGoodsCorp,South,Returned,0.563960625753386,High
ORD00000188,PROD00000188,Clothing,356.89,2,32.57,9.126061251365968,FastShipLogistics,South,Returned,0.5362856623135839,High
ORD00000194,PROD00000194,Clothing,136.22,2,25.96,19.057407135516076,FastShipLogistics,North,Returned,0.5321876775327326,High
ORD00000196,PROD00000196,Electronics,6.5,5,23.83,366.6153846153846,TechVendorInc,East,Returned,0.6521507327983633,High
ORD00000204,PROD00000204,Clothing,362.81,5,21.11,5.818472478707863,ReliableSuppliesInc,East,Returned,0.5877639787475063,High
ORD00000209,PROD00000209,Electronics,358.69,5,49.22,13.722155621846163,GlobalSupplyCo,South,Returned,0.5526374874625839,High
ORD00000212,PROD00000212,Toys,54.72,5,7.16,13.084795321637428,FastShipLogistics,North,Returned,0.5517868412990002,High
ORD00000213,PROD00000213,Electronics,488.4,3,19.88,4.07043407043407,MegaDistributorLLC,South,Returned,0.5573129626508754,High
ORD00000214,PROD00000214,Books,270.92,1,19.62,7.241990255425956,TechVendorInc,North,Returned,0.5552006985349219,High
ORD00000219,PROD00000219,Clothing,393.44,3,33.6,8.540056933712892,DirectGoodsCorp,South,Returned,0.5342726021000942,High
ORD00000222,PROD00000222,Home,179.56,2,45.92,25.573624415237244,ReliableSuppliesInc,North,NotReturned,0.5443626181946803,High
ORD00000223,PROD00000223,Clothing,409.65,2,43.1,10.52117661418284,TechVendorInc,South,Returned,0.5688774266513653,High
ORD00000224,PROD00000224,Home,170.03,3,23.19,13.638769628889019,DirectGoodsCorp,West,Returned,0.5396726896056007,High
ORD00000226,PROD00000226,Books,143.01,4,46.55,32.55017131669114,TechVendorInc,South,NotReturned,0.5404823539955956,High
ORD00000229,PROD00000229,Home,427.99,2,15.63,3.651954484917872,PrimeSourceLtd,South,Returned,0.5763184471756508,High
ORD00000230,PROD00000230,Home,130.63,1,12.37,9.469493990660645,MegaDistributorLLC,West,Returned,0.6041992554560636,High
ORD00000232,PROD00000232,Home,345.5,5,23.75,6.874095513748191,PrimeSourceLtd,East,Returned,0.6035037400997804,High
ORD00000238,PROD00000238,Toys,378.25,5,23.41,6.189028420356907,GlobalSupplyCo,Central,Returned,0.53999785287987,High
ORD00000240,PROD00000240,Toys,291.63,1,13.87,4.756026471899324,PrimeSourceLtd,North,NotReturned,0.5459537772558213,High
ORD00000241,PROD00000241,Clothing,151.4,1,39.16,25.865257595772782,TechVendorInc,West,Returned,0.619909685241883,High
ORD00000244,PROD00000244,Toys,150.75,2,25.88,17.167495854063016,PrimeSourceLtd,East,Returned,0.5657494779995558,High
ORD00000248,PROD00000248,Books,27.39,3,42.79,156.22489959839356,TechVendorInc,North,Returned,0.5926635044180667,High
ORD00000249,PROD00000249,Home,341.03,4,2.42,0.7096149898835881,TechVendorInc,North,Returned,0.5881706404788669,High
ORD00000250,PROD00000250,Toys,299.98,4,35.3,11.767451163410893,PrimeSourceLtd,South,Returned,0.5314107613194374,High
ORD00000252,PROD00000252,Home,80.88,3,46.78,57.83877349159249,GlobalSupplyCo,West,Returned,0.5576219232645194,High
ORD00000253,PROD00000253,Home,450.4,5,30.89,6.85834813499112,MegaDistributorLLC,South,Returned,0.5631131352878862,High
ORD00000255,PROD00000255,Books,485.32,4,6.08,1.252781669826094,QuickStockPartners,West,Returned,0.5593023756808561,High
ORD00000262,PROD00000262,Clothing,48.49,2,48.7,100.43307898535781,FastShipLogistics,West,Returned,0.5872133354486276,High
ORD00000267,PROD00000267,Books,104.54,1,10.73,10.264013774631719,ReliableSuppliesInc,West,Returned,0.5742983661766909,High
ORD00000269,PROD00000269,Clothing,385.95,4,12.61,3.2672625987822257,FastShipLogistics,South,Returned,0.5710833935766064,High
ORD00000270,PROD00000270,Clothing,354.81,3,29.05,8.18748062343226,GlobalSupplyCo,West,Returned,0.5318383844203768,High
ORD00000271,PROD00000271,Clothing,282.89,1,47.82,16.90409699883347,DirectGoodsCorp,Central,Returned,0.5868054124538318,High
ORD00000272,PROD00000272,Books,394.63,3,1.41,0.35729670830904897,FastShipLogistics,Central,Returned,0.5767880952921308,High
ORD00000274,PROD00000274,Electronics,392.03,5,2.16,0.5509782414611127,MegaDistributorLLC,South,Returned,0.5782033217870739,High
ORD00000277,PROD00000277,Books,182.75,5,18.41,10.073871409028728,FastShipLogistics,East,Returned,0.577486199824523,High
ORD00000279,PROD00000279,Home,418.05,5,48.85,11.685205119004904,FastShipLogistics,East,Returned,0.5908845978640218,High
ORD00000282,PROD00000282,Home,296.09,1,13.5,4.559424499307643,ReliableSuppliesInc,West,Returned,0.5457888229102674,High
ORD00000283,PROD00000283,Electronics,411.49,2,21.99,5.3439937787066505,TechVendorInc,South,Returned,0.5404781996049178,High
ORD00000285,PROD00000285,Clothing,119.65,3,19.25,16.08859172586711,FastShipLogistics,Central,Returned,0.5359509219219083,High
ORD00000288,PROD00000288,Books,338.15,5,1.29,0.38148750554487654,TechVendorInc,South,Returned,0.5894002174760152,High
ORD00000289,PROD00000289,Home,433.58,5,17.84,4.1145809308547445,GlobalSupplyCo,North,Returned,0.5747623159527703,High
ORD00000291,PROD00000291,Clothing,181.12,5,31.29,17.275839222614838,DirectGoodsCorp,South,Returned,0.5358448794559976,High
ORD00000293,PROD00000293,Electronics,494.96,2,0.54,0.10909972523032166,TechVendorInc,West,Returned,0.5661192433070887,High
ORD00000295,PROD00000295,Clothing,477.66,3,29.89,6.257589080098815,TechVendorInc,North,Returned,0.5820746618065307,High
ORD00000298,PROD00000298,Toys,43.12,1,18.5,42.90352504638219,GlobalSupplyCo,South,Returned,0.5439386429726375,High
ORD00000310,PROD00000310,Clothing,365.89,5,26.27,7.179753477821203,TechVendorInc,North,Returned,0.5839051597405648,High
ORD00000315,PROD00000315,Clothing,191.95,2,42.02,21.89111747851003,GlobalSupplyCo,South,Returned,0.5529160565409018,High
ORD00000318,PROD00000318,Electronics,160.79,3,47.81,29.734436221158035,DirectGoodsCorp,West,Returned,0.5539118140904666,High
ORD00000319,PROD00000319,Books,171.71,1,11.17,6.505154038786326,GlobalSupplyCo,Central,Returned,0.6221417087936838,High
ORD00000320,PROD00000320,Books,237.12,3,8.32,3.508771929824561,MegaDistributorLLC,West,Returned,0.5403228702773274,High
ORD00000335,PROD00000335,Clothing,45.39,5,7.2,15.862524785194976,PrimeSourceLtd,North,Returned,0.5605543271683525,High
ORD00000336,PROD00000336,Books,388.93,4,38.72,9.955518987992699,PrimeSourceLtd,South,Returned,0.5354966586218155,High
ORD00000341,PROD00000341,Books,392.99,1,35.48,9.028219547571185,GlobalSupplyCo,East,Returned,0.535198751107857,High
ORD00000342,PROD00000342,Clothing,245.04,5,7.51,3.064805746000653,GlobalSupplyCo,East,Returned,0.5676311880670056,High
ORD00000346,PROD00000346,Toys,198.8,4,44.12,22.19315895372233,TechVendorInc,South,Returned,0.547687365679954,High
ORD00000349,PROD00000349,Home,249.94,5,4.54,1.8164359446267104,GlobalSupplyCo,South,Returned,0.544952416950282,High
ORD00000356,PROD00000356,Home,74.01,2,11.26,15.21416024861505,DirectGoodsCorp,Central,Returned,0.5805233852915916,High
ORD00000358,PROD00000358,Books,253.18,2,45.08,17.805513863654316,TechVendorInc,Central,Returned,0.5358590509999784,High
ORD00000360,PROD00000360,Clothing,380.84,1,18.48,4.852431467282849,TechVendorInc,West,Returned,0.5568969709992806,High
ORD00000361,PROD00000361,Home,89.5,3,41.9,46.81564245810056,FastShipLogistics,West,Returned,0.5544218874599641,High
ORD00000365,PROD00000365,Electronics,39.41,1,12.1,30.70286729256534,MegaDistributorLLC,West,Returned,0.7413303518282457,High
ORD00000369,PROD00000369,Toys,347.56,1,20.16,5.8004373345609395,GlobalSupplyCo,South,Returned,0.5402549276430529,High
ORD00000372,PROD00000372,Home,96.49,5,2.9,3.005492797181055,MegaDistributorLLC,South,Returned,0.5502022134651599,High
ORD00000373,PROD00000373,Electronics,126.57,5,42.49,33.57035632456349,DirectGoodsCorp,North,Returned,0.5318968610678949,High
ORD00000376,PROD00000376,Clothing,363.54,5,46.68,12.84040270671728,TechVendorInc,South,Returned,0.5692654690262641,High
ORD00000377,PROD00000377,Electronics,430.6,4,44.84,10.413376683697168,PrimeSourceLtd,East,Returned,0.5577652437649891,High
ORD00000384,PROD00000384,Books,239.47,3,47.1,19.668434459431243,FastShipLogistics,West,Returned,0.5459406691937052,High
ORD00000386,PROD00000386,Books,22.49,3,3.13,13.917296576256113,ReliableSuppliesInc,Central,Returned,0.5781587351026855,High
ORD00000387,PROD00000387,Books,42.22,2,2.39,5.6608242539081015,FastShipLogistics,West,Returned,0.5419293350326604,High
ORD00000391,PROD00000391,Electronics,55.73,1,4.23,7.590166876009332,TechVendorInc,West,Returned,0.5828901855967336,High
ORD00000393,PROD00000393,Clothing,148.57,5,15.82,10.648179309416438,PrimeSourceLtd,South,Returned,0.5724616072609625,High
ORD00000402,PROD00000402,Books,260.52,3,26.84,10.302471979118687,TechVendorInc,East,Returned,0.5493543276712514,High
ORD00000403,PROD00000403,Books,394.08,5,26.54,6.734673162809582,DirectGoodsCorp,Central,NotReturned,0.5403470332857107,High
ORD00000405,PROD00000405,Clothing,69.04,5,46.3,67.06257242178447,MegaDistributorLLC,East,Returned,0.6498307695640031,High
ORD00000407,PROD00000407,Clothing,449.14,4,37.98,8.456160662599634,TechVendorInc,Central,Returned,0.5707178465067217,High
ORD00000408,PROD00000408,Clothing,182.52,5,11.15,6.108919570458031,MegaDistributorLLC,East,Returned,0.59113760738683,High
ORD00000413,PROD00000413,Toys,193.41,5,6.59,3.407269531048033,GlobalSupplyCo,East,Returned,0.5748919930991029,High
ORD00000415,PROD00000415,Electronics,16.1,1,1.16,7.204968944099378,FastShipLogistics,South,Returned,0.6536194801918234,High
ORD00000417,PROD00000417,Toys,139.48,2,19.39,13.901634642959564,FastShipLogistics,Central,Returned,0.5577610451011045,High
ORD00000421,PROD00000421,Home,187.12,4,43.21,23.09213339033775,ReliableSuppliesInc,South,Returned,0.5841512579504669,High
ORD00000425,PROD00000425,Home,222.67,2,46.61,20.932321372434544,GlobalSupplyCo,North,Returned,0.5599952576975586,High
ORD00000428,PROD00000428,Clothing,468.62,2,38.7,8.258290299176306,GlobalSupplyCo,East,Returned,0.5593249601773698,High
ORD00000432,PROD00000432,Clothing,174.6,3,12.68,7.262313860252005,TechVendorInc,South,Returned,0.5932751426266689,High
ORD00000433,PROD00000433,Home,92.32,4,12.19,13.204072790294626,ReliableSuppliesInc,South,Returned,0.5912546527666938,High
ORD00000434,PROD00000434,Electronics,67.0,5,8.4,12.537313432835823,FastShipLogistics,Central,Returned,0.5406364548040142,High
ORD00000435,PROD00000435,Electronics,411.2,1,34.52,8.394941634241246,TechVendorInc,North,NotReturned,0.5472821858827058,High
ORD00000438,PROD00000438,Clothing,61.43,1,7.99,13.006674263389224,MegaDistributorLLC,Central,NotReturned,0.5655834319769872,High
ORD00000439,PROD00000439,Toys,396.86,1,23.32,5.876127601673134,PrimeSourceLtd,West,Returned,0.5364341813013354,High
ORD00000440,PROD00000440,Electronics,22.99,2,36.71,159.67812092214007,TechVendorInc,South,Returned,0.5693123042891208,High
ORD00000443,PROD00000443,Toys,412.23,5,20.32,4.929287048492347,PrimeSourceLtd,West,Returned,0.5757358132290569,High
ORD00000453,PROD00000453,Books,388.41,1,6.88,1.7713241162688909,GlobalSupplyCo,East,Returned,0.5518954664830552,High
ORD00000456,PROD00000456,Books,366.54,5,26.74,7.2952474491187855,TechVendorInc,South,Returned,0.5399146907037586,High
ORD00000463,PROD00000463,Clothing,389.97,5,29.24,7.498012667641099,TechVendorInc,South,Returned,0.5639984141036125,High
ORD00000464,PROD00000464,Home,10.16,1,30.19,297.1456692913386,DirectGoodsCorp,North,Returned,0.6011741843272735,High
ORD00000465,PROD00000465,Electronics,166.2,2,16.98,10.216606498194947,PrimeSourceLtd,South,Returned,0.5358831468247702,High
ORD00000468,PROD00000468,Clothing,62.01,5,43.1,69.50491856152235,DirectGoodsCorp,South,Returned,0.6346932323198055,High
ORD00000471,PROD00000471,Clothing,289.2,5,7.89,2.728215767634855,QuickStockPartners,Central,NotReturned,0.5381693549045611,High
ORD00000472,PROD00000472,Electronics,358.53,4,35.24,9.82902407051014,TechVendorInc,North,Returned,0.5548610854983633,High
ORD00000475,PROD00000475,Clothing,124.99,3,33.74,26.994159532762623,TechVendorInc,Central,Returned,0.542032955059125,High
ORD00000476,PROD00000476,Clothing,264.78,3,31.26,11.80602764559257,QuickStockPartners,Central,Returned,0.5763043941412266,High
ORD00000478,PROD00000478,Books,334.58,1,37.26,11.13635005080997,DirectGoodsCorp,North,Returned,0.5495645540596342,High
ORD00000480,PROD00000480,Clothing,422.59,5,27.5,6.507489528857759,PrimeSourceLtd,South,Returned,0.5591679129000646,High
ORD00000481,PROD00000481,Home,19.51,3,11.09,56.84264479753972,GlobalSupplyCo,Central,Returned,0.562075206705031,High
ORD00000482,PROD00000482,Books,351.3,5,15.27,4.3467122117848,TechVendorInc,Central,Returned,0.5433910054154236,High
ORD00000483,PROD00000483,Home,496.87,2,32.48,6.536921126250326,DirectGoodsCorp,Central,Returned,0.5603277813026114,High
ORD00000486,PROD00000486,Toys,472.27,1,23.51,4.978084570267009,TechVendorInc,West,Returned,0.5624614135012564,High
ORD00000490,PROD00000490,Clothing,198.29,4,43.85,22.11407534419285,TechVendorInc,South,Returned,0.5788119679125583,High
ORD00000494,PROD00000494,Books,393.04,3,41.55,10.571443110116018,TechVendorInc,North,Returned,0.5586029203261935,High
ORD00000496,PROD00000496,Home,234.79,5,29.54,12.58145576898505,ReliableSuppliesInc,East,Returned,0.5419972158221685,High
ORD00000498,PROD00000498,Toys,327.46,1,46.11,14.081109143101447,DirectGoodsCorp,North,Returned,0.5764367620997589,High
ORD00000504,PROD00000504,Books,44.24,5,41.74,94.3490054249548,FastShipLogistics,East,Returned,0.5952085728074588,High
ORD00000506,PROD00000506,Clothing,309.07,2,49.01,15.857249166855405,TechVendorInc,East,NotReturned,0.5336539546898421,High
ORD00000508,PROD00000508,Home,265.11,4,38.22,14.41665723661876,TechVendorInc,North,Returned,0.5698054558678453,High
ORD00000514,PROD00000514,Books,187.72,2,48.99,26.097379075218413,TechVendorInc,West,Returned,0.5804248299623973,High
ORD00000518,PROD00000518,Clothing,351.76,4,33.46,9.512167386854674,GlobalSupplyCo,West,Returned,0.537709438694054,High
ORD00000529,PROD00000529,Clothing,51.35,2,40.24,78.36416747809153,FastShipLogistics,Central,Returned,0.6152370748138529,High
ORD00000530,PROD00000530,Books,283.13,4,36.24,12.799773955426835,GlobalSupplyCo,Central,Returned,0.5419088158369381,High
ORD00000533,PROD00000533,Home,440.27,4,29.69,6.743589161196539,TechVendorInc,South,Returned,0.5446860210379291,High
ORD00000536,PROD00000536,Clothing,496.58,1,47.06,9.476821458778042,QuickStockPartners,East,Returned,0.5859291055115738,High
ORD00000540,PROD00000540,Books,432.21,2,34.19,7.910506466763842,TechVendorInc,Central,Returned,0.5467755023603406,High
ORD00000541,PROD00000541,Books,452.72,3,1.23,0.27169111150379927,MegaDistributorLLC,East,Returned,0.5791634345907936,High
ORD00000547,PROD00000547,Books,248.74,1,48.58,19.53043338425665,TechVendorInc,East,Returned,0.5440578481677335,High
ORD00000549,PROD00000549,Electronics,16.13,1,6.17,38.25170489770614,FastShipLogistics,South,Returned,0.5772107449802416,High
ORD00000550,PROD00000550,Clothing,263.39,1,34.72,13.181973499373553,PrimeSourceLtd,North,Returned,0.5412619209816907,High
ORD00000562,PROD00000562,Electronics,75.28,1,0.17,0.22582359192348567,GlobalSupplyCo,East,Returned,0.601979508528424,High
ORD00000564,PROD00000564,Toys,25.59,1,2.0,7.815552950371239,FastShipLogistics,Central,Returned,0.5973452235970003,High
ORD00000565,PROD00000565,Clothing,272.58,5,44.41,16.292464597549344,GlobalSupplyCo,Central,Returned,0.587158230417928,High
ORD00000567,PROD00000567,Toys,365.81,4,9.36,2.5587053388371013,TechVendorInc,Central,Returned,0.5467783707478596,High
ORD00000570,PROD00000570,Books,283.3,5,47.89,16.904341687257325,TechVendorInc,Central,Returned,0.5845443327098979,High
ORD00000572,PROD00000572,Books,21.71,3,36.84,169.69138645785353,TechVendorInc,Central,Returned,0.6256114573748033,High
ORD00000575,PROD00000575,Clothing,160.59,3,20.36,12.678248956971169,TechVendorInc,East,Returned,0.5397420966373155,High
ORD00000577,PROD00000577,Electronics,322.32,2,8.97,2.7829486224869697,ReliableSuppliesInc,West,Returned,0.5359418509037372,High
ORD00000579,PROD00000579,Books,309.62,2,34.73,11.216975647567985,PrimeSourceLtd,North,Returned,0.5573457859546086,High
ORD00000580,PROD00000580,Books,250.69,3,24.35,9.713191591208266,PrimeSourceLtd,East,Returned,0.5443037642532831,High
ORD00000581,PROD00000581,Toys,379.78,4,2.26,0.5950813628943072,TechVendorInc,West,Returned,0.6295213521271539,High
ORD00000585,PROD00000585,Electronics,104.65,4,0.12,0.11466794075489727,MegaDistributorLLC,East,Returned,0.6522587985164718,High
ORD00000589,PROD00000589,Clothing,322.96,2,22.69,7.025637849888532,FastShipLogistics,Central,Returned,0.5482239855865099,High
ORD00000592,PROD00000592,Home,41.35,3,25.77,62.32164449818621,GlobalSupplyCo,North,Returned,0.5825683775811821,High
ORD00000595,PROD00000595,Clothing,67.03,1,5.6,8.354468148590183,QuickStockPartners,East,Returned,0.6397552265399757,High
ORD00000600,PROD00000600,Clothing,392.78,5,24.08,6.130658383828097,MegaDistributorLLC,Central,Returned,0.5323406690103806,High
ORD00000605,PROD00000605,Home,406.02,2,11.26,2.7732624008669524,ReliableSuppliesInc,Central,Returned,0.5614851513291904,High
ORD00000612,PROD00000612,Electronics,207.66,1,45.2,21.7663488394491,GlobalSupplyCo,South,Returned,0.5563687125927995,High
ORD00000615,PROD00000615,Clothing,74.1,3,49.16,66.34278002699055,GlobalSupplyCo,Central,Returned,0.6103549720498739,High
ORD00000620,PROD00000620,Home,335.17,4,42.04,12.542888683354715,GlobalSupplyCo,North,Returned,0.5313812681176896,High
ORD00000625,PROD00000625,Electronics,332.89,3,10.94,3.2863708732614376,ReliableSuppliesInc,West,Returned,0.5504996510781528,High
ORD00000626,PROD00000626,Electronics,120.27,1,31.41,26.11623846345722,DirectGoodsCorp,Central,Returned,0.5508345336523484,High
ORD00000629,PROD00000629,Books,283.36,2,24.55,8.66389045736872,PrimeSourceLtd,East,Returned,0.533800708747591,High
ORD00000634,PROD00000634,Toys,214.22,1,46.03,21.487256091868172,FastShipLogistics,North,Returned,0.5389581329071439,High
ORD00000638,PROD00000638,Electronics,26.1,4,22.83,87.47126436781608,FastShipLogistics,West,Returned,0.6225053487525103,High
ORD00000639,PROD00000639,Clothing,385.74,5,47.93,12.425467931767512,TechVendorInc,South,Returned,0.5666706337841984,High
ORD00000651,PROD00000651,Electronics,42.47,1,42.12,99.17588886272662,MegaDistributorLLC,West,Returned,0.6027803893315803,High
ORD00000654,PROD00000654,Toys,26.48,5,34.6,130.66465256797585,GlobalSupplyCo,North,Returned,0.6190701650919342,High
ORD00000659,PROD00000659,Clothing,458.37,2,24.3,5.301394070292559,FastShipLogistics,North,Returned,0.5446355777838661,High
ORD00000661,PROD00000661,Books,136.37,5,45.21,33.15245288553201,PrimeSourceLtd,South,Returned,0.5472418401072416,High
ORD00000663,PROD00000663,Home,224.41,5,26.39,11.75972550242859,TechVendorInc,South,Returned,0.560740901345849,High
